139 c0c7af226cb17693747c026ef41ee072 1 3 0 0
141 ff0309023fcea29b119781a21bb0e15e 2 4 0 0
142 ddb0248be04ce3e59d0d92ded8dd7fa0 1 2 -1 1
148 94f452a12bc66d24dd41792b64fc452c 2 4 1 0
150 58689a956ed79664f8ff48a60c1b648a 2 3 0 0
151 ee2e075cc311260f27ce50147bd5a8a0 1 2 -1 0
152 1ceef07932fa87705bf439d591207ed8 1 4 0 0
153 b6c4d5c2f50a7268b7ecc7af2bad2487 2 3 0 0
156 82a8462113f20f3d555be5beb42398e8 1 4 -1 1
157 22adab143ae952f40466c65a8533d5a4 1 3 0 1
160 ae084289e17ecba97f9753c86b09d808 2 4 1 0
162 4ede90c00b4d2d2b9aed86bc32772203 2 2 0 0
163 69bf9e1ab06d8538223ab58f119ead5a 1 4 -1 0
164 f19ab8caf2d84b064ec23f87a1bb6e06 2 1 0 0
166 ae54e9e40d80b0a06fc615c1131f089b 2 4 1 0
168 1be23a910e07c467b20a8201ea7c30e3 2 2 -1 0
172 f03e0471038ddc039321a91d51af1d83 2 3 -1 0
173 a16a2cacf24c58b08a441e0340a93280 1 3 0 1
179 b69cac450ad7da3982c918dc8969e7c2 2 3 -1 0
180 77561c5964dce4ad2e21a925e0ded4f4 2 4 0 0
181 353c36a56308ae839c47519de9f53ab5 2 4 0 0
183 d236627edb8504961c9781e6c334093c 2 3 1 0
184 536d85860c1b67c26a1b8c3366adfa3b 2 3 0 1
185 fd4aac36f38839124f1470c84be2a0c1 2 4 1 0
187 0ebc808660aad36edd51b6f60086c5e6 2 4 0 0
189 117073cb097f2e631ffca652397c29d5 2 3 0 0
196 f1e3c448eab237103ac119c9d379f620 1 3 0 0
197 4b2da52b15e9366d919c8a116369be63 2 4 0 0
199 64bd3df2f0acd7fa6b24bb1483f5f934 2 1 -1 0
202 35ae92acf90f9a28603176efcb49e287 1 3 0 0
203 0a07f007cc000a92ed91e993afe0c5ad 2 3 -1 0
208 cb3d560084668380670d625a51118a42 2 4 -1 1
210 ea64dbeca6aa545590ee52ebf36ebe5c 2 2 1 0
211 8424b95f1b761626601d50a6f2cbfd08 2 4 1 0
214 72fd1295eb6763000021b1f967c97f52 1 5 1 0
215 84e86de0e89af6986857ffdfbea4f511 2 4 0 0
216 d7da1c2b5aaad9e0349aa5c73270cfae 2 3 0 1
217 caa6b48e04566986bab74e857e343777 1 4 0 0
218 82a4e6e4aa63a321f6ebf7452e5cf4e1 1 2 0 0
219 a1079dba712af5a39831d324661a58e3 2 4 0 0
220 2641e240be04acca058fdda30a42007c 2 4 1 0
221 402e00affb7eb985267e7cdef4de166e 2 3 0 0
223 25647ae86644f88d0e885daa180c4c66 2 3 0 0
224 097fb1945e361b6f74022ec3718995c0 1 2 0 0
225 9febd1ea23346ef533da5a555f267b99 2 4 -1 0
229 e4fe15dd4b6f07fa2b6229d437c3c2f5 1 2 -1 0
230 3757e30e12fcbda3237e4643b90a06bb 2 4 0 1
231 4a44b5016dc106d2681775cd5165bc81 2 4 1 0
234 e7b6b88fd004fde8c8a52e3c5ad57a4d 1 2 -1 0
235 8c326b857938ed057d40b562edab06b7 2 3 -1 0
237 2c61e71d70d6f998385ea95fedd76e94 2 3 0 1
239 580dc60cf40cad17895cabc58fe46a54 1 2 -1 0
243 43f71eb24b49b71bc0b29457929b1f9a 2 4 0 1
248 6b399f4294d185f4703347f734bfafa1 2 3 -1 0
249 10a8e072a0b91c458ddcd8fe258d9e04 2 3 -1 1
250 c96051d17b10bc787aee02b9f9220d76 2 3 0 0
256 792049f4d12dc74b81765100f49ea1a7 2 4 0 0
257 d56b5ab3369e1cb3b22dfaa50a9fefda 1 4 -1 0
259 aecf9170e4cd272741c08ea3c78f537a 2 3 0 0
262 51ab556a9f0ad1cac1240d8b05eb3eec 2 3 0 1
264 e769a818c10b114a56e3a3a8f337d5c3 1 4 0 0
266 88959621da3e0156ae7053610e50fcf4 2 2 0 0
267 bd3739ceb1397489d0bbc335b0958966 1 3 0 1
268 0b68372518727b74098363981be2de23 2 3 1 1
269 44e7d6f6be67d1e7775d43674fe64ebd 1 2 -1 0
270 af6c51c57021d0bdcc33f1274447e347 2 2 0 0
271 a7d5be296e1be7c602e5be1419b9da29 2 3 -1 1
274 2a87aad4362bf6939b0cd21b279bfcd9 2 4 0 0
275 4ccd9a74a5408f2262988656963ab333 2 3 0 0
276 c5ba4a7eb0d191fa7bbca3f038868e9b 2 4 -1 1
277 045f5e80dce3d011ec6435e126d97b8a 2 2 0 0
279 bdfe3d7476718df8a90c1a94a824d2a2 2 1 0 1
280 0af7cf6d1b6e67804a1f558f502e9656 2 4 -1 0
282 cfb1e50b47757046848fc56bf2b1e9b6 2 2 -1 0
284 f2262f49e1168d67eb3b56565b85498e 2 2 -1 0
285 dc3a66fb4e5a9c7c38c53f40f1b26cb1 2 5 0 0
287 e2e9a5f8ce6c70ac6e5a8127e7997833 2 2 -1 0
288 a70b5c4b4f158a5f982f87df217fc8b9 1 2 0 0
289 86516e94916c5b261aeb900c9b6c13f3 2 3 -1 1
290 91d0a5abece08769a51fd25f4f957234 2 3 -1 1
291 77d3076db1c783f9defca03911328bcf 2 4 1 0
292 95205a576759f874cbc5c6180aedd7a8 2 3 0 0
293 8a9d07c7c9b4ad2833b3a8862d52ccc7 2 3 1 0
295 573b14d1a508bb0a789f825d83afe9c1 2 4 -1 0
296 beb120109f10759157c1d267b2053dd9 2 4 0 1
297 24ac0c08721caee70ebaffda6bba4c2b 2 3 0 1
298 e415fba09d347ba80dca26f8fd0e7d9f 2 4 0 0
299 e3f975d4316a4f9af84b86a4d46d7c20 1 3 -1 0
300 635941fbd8586d2e3e3ed2d30c649134 1 3 1 0
301 e3e556ecb28b7fb2f666b81cba46d7c4 1 3 -1 0
303 3a540f016220fd228ea6970ca4a37003 1 3 -1 0
305 7cb0916768ead44f4b3697e088444530 2 3 0 1
307 47881bf722a6413c7c166de7ca7eea18 2 4 0 0
308 d4efd034c4311ef2e9f5beb1e30a10b7 2 5 0 0
309 cb3c58b7efd8f8cd1cc6bca1b9f4934f 1 4 -1 0
310 4db09a1981db2604b229f020f36f59bf 2 3 0 0
311 0c9d6547dbb245b937e840563dc745fb 2 4 0 0
312 bb676b7b228e834890d656b2ea54defe 2 4 0 0
313 81d357c1c13bd16a266b9243fc10a0db 1 2 0 1
315 a9da5a4d89fdc10b6462072ccac307c4 1 2 0 0
317 b9f35cb669e0299fcd59b7f216523157 2 3 -1 0
318 df3e1e7f49b4f6fd8975aeb7743c3a2d 2 4 0 0
319 040d5ad35ef61cb357c22049a3226928 2 2 0 0
320 e455e6ce4fe03a18f56e9c7e72339e33 2 3 -1 1
321 3d72774e26cdedee10a701586fbd8e68 2 5 0 0
323 155e7cd788632265e7f37feed27c7fcd 2 5 -1 0
324 2c5e9920c512eb59946cedbd4ecd3264 2 4 -1 0
325 8e257e8f4b9ea9aa90adec04e42c0680 2 2 -1 0
326 c555bd039ed1cc4c356a175485376cdc 2 2 -1 0
327 1796691352a738f174ab024fa201ba84 2 3 0 0
328 2083881e084e876789f930ebafb399ae 2 2 -1 0
330 6e1cac86a0aea3171b02d4ca3074ddae 2 3 -1 0
331 78c0225b3b70674cc0f9405ae95b06ac 2 4 -1 0
332 6dd488d31e41611c9889498d13d016d3 1 2 -1 0
333 490ade62e478d5009a25f1bd2fab5f69 2 3 0 0
334 6999cd2b7158bc0c97db9eabd18d01f7 2 4 -1 0
336 7300b64144d05e79f997c4384dff944c 2 4 1 0
337 4d85a65a9c0be47c7bb541ac996bcfd5 2 3 0 0
338 bc27118cb6fde3f54442e0526c588278 1 3 0 0
339 183b7729bd5a91ca449eb94aba8ed20b 2 3 -1 0
341 a848b9a57cfb7e55ca61cffdabd94cf8 1 4 -1 1
342 a30ea24aa824d212cfbde3fcb1303413 2 4 1 1
343 e7350de876088eda3e6ff1ec688ec7a8 2 3 -1 0
345 0ee80ce2f9fa68d1a00a482a32e855d1 2 3 -1 1
347 ce7ed7aaed4edefe4af683633fbd81ce 2 5 -1 0
348 7ec7cc89ed9537ea11bcf9f89c444727 2 3 0 0
352 b2806d2272f90054e3bd5b352d21b458 2 2 -1 0
353 58a0315733f14cee1cab3e1e2c219411 2 2 0 1
354 b301844541a496f81113ac70a10a4f96 2 3 -1 0
356 8811aae09d482bedefd63c892c03c7e3 2 4 0 1
358 09991ab15b8cbd2349a5d67568edf52a 2 4 -1 0
360 0028f3b97d1c192a60cf98251ff291fa 1 3 0 1
361 0886959a8df8c379de1e1029e4a3a993 2 4 0 0
362 5acb82bf14388b9ec3ea05820a93d321 2 3 0 0
364 2745dd740c2722739c9501fba11a18c8 1 3 0 0
366 083a30a03596a7bb9c3ab9acd9aee0c5 2 4 0 1
367 69d1a351cef8b4b5dc4e1560ddb77cd8 1 3 0 1
369 d35721a069cb67e1ee79320b0b14bd26 2 4 0 0
370 29d1ac3a567487821c905aab3f0d8dbb 1 3 0 0
372 ac7d6f3a1c2e392064e804a1207b7b87 1 3 0 0
373 f465bb16ba807d8a6f2d4fca07bff6e1 2 4 -1 0
375 3e5c90040d6c68916e5a81352d7aac38 2 5 0 0
376 21a271df8edfc4cb10702e397e455957 2 1 1 0
377 e95a1571f4dd29ce7b6afe44090fb705 2 3 -1 0
378 9071a879ed7bb36a4e0f0741d85571d2 2 3 0 0
379 b65e197cf5ad710da962643d0d63d00c 1 3 0 0
383 517bfdfa996e18b9fe7ace870b6019f0 2 3 0 0
384 7214a057dc1367863fe7141e95609347 2 4 0 0
385 9a78ec91080fa427ba6c3cf0e1dbf497 2 3 1 1
386 56d0805f86c56b2478e355a2699cb2f1 2 5 1 1
389 d15f7823386bca2e5d92146444de22d9 2 3 0 0
390 785a027c3ea3479f81693bbf988f64fe 1 2 0 0
392 9c9fb9974d36d4d00486396c2aaf7a69 1 2 -1 0
394 caa71360718a4df6e318aad0ac5ba4c6 1 4 0 1
395 2e9e2b73e2a986c34a1ad356a37b2e1c 2 3 0 0
396 ea13707e8f39b5bb971ee7859bd5f38c 1 4 0 0
397 8887f722a13a5630b104af9695dbe44e 2 3 0 0
398 7f8aa1863f0378744febbf071933f94c 2 3 0 0
400 8d47228dffbc90153a474c6e19fcee4a 2 3 0 0
402 0f369623969db89d93a75b9ac730366e 2 3 -1 0
403 5d85f61f7210e6aa06f996df1e63e76a 2 4 0 0
404 2a25587f4c5ad540973406928a5146bc 2 5 0 0
405 720a328938519ffc4dce7a348bc5c548 1 3 0 0
406 858f5d1a59c7c1793ad432ef02373de6 2 3 0 0
408 0f3a0ca44e0776cbcc091eca595e9561 2 4 0 0
409 87ae1d6c62ebb30df8564afc84a1afbe 2 2 0 1
410 3d2704e5e62dc4e93e36b23efeb57c9c 2 4 0 0
411 c18c858ce361618bf8cbc2952dce56ee 2 4 0 1
415 6d2788c27ac202db59baa6672dd29b21 2 4 0 0
416 c933958ae2e556e9d15ac0e7daf636d8 2 3 0 0
417 7cf399502bd2ec045ed197013ec513f4 2 3 0 0
418 ce2f212a486871a327d4a1c4e21c99f9 2 3 0 0
419 e3bd667524134fab36f0803d49c396c8 2 3 0 0
421 5b179c800102884e301195edb46c96b1 2 5 1 0
424 882bc1ebf46d08fdb18c49e1fd018d14 2 3 0 1
426 2d5bf8fd24285aa27cc5f77315b191f9 2 3 1 0
427 f384019bfe4a7f0e35408ca64ea98bf2 2 3 0 0
428 2f2eec5c8e9053b89f15882cfe6003aa 2 3 0 0
429 730bc24e6ac4cfc214527cc64776ae61 1 3 1 1
430 8a1eaa8b6b1eb248ce60004e7b686465 2 3 0 0
431 4a0ed0595be2aa5e8e19443a562422c0 2 3 0 0
432 b4f92c22be2d18a2881d3dc175206777 1 4 1 0
433 630edd9c2e62c6b34e2763eeb04e11b9 1 3 0 0
434 2a785a23801954f121824391d77c8c4e 1 3 0 0
435 3a298a43754dfa2a3089d7f67ffe5180 1 2 -1 0
436 3fa74994b0fb0feb2030601d6ed36791 1 3 -1 0
437 302e1d1622004038e7816c8dde45e703 2 3 1 1
440 f26370fc62d930e8531f471900667020 1 4 -1 0
442 de923be5af435cda0ed9a5e2d898c2f8 2 3 0 0
443 3959597adf400c9aba170b6ac904434b 2 2 -1 0
444 77b649f7e300b270b135f4e387f026c9 2 3 0 0
445 75073ba8d200872259987c16c2792b22 2 4 0 0
446 6315b3f1d8402ee149b92ac3db4cf212 2 2 -1 0
447 672c7fd4f7aa7a03ac42855fe8fe48e8 1 1 -1 0
448 2fda1af44bc1994c0cc87aa7854837d3 2 3 0 0
449 62202786013c9a969bcdd05725ad749d 2 4 1 0
450 bc90e4910ece4b4200b9c00c2eea59ff 2 1 -1 0
451 05759ee3da023675f9725a4d4c6f6210 1 3 -1 0
452 6c33436cc2e4bc5785586ade1fb76ded 1 3 -1 0
454 0b611a81ab1b91f09e4c4615d7826a1e 2 3 0 0
455 4c620f9fc62f3c65919959d111c16f29 2 3 0 0
456 d6096f0e1c9b711a848d0d39dd8020cc 2 4 -1 1
457 a33cd0bdc55cce1bfff372181baf35af 2 2 0 1
458 95bba5a84d1790fe42f86adde8afd05d 2 2 -1 0
459 72f4f43439b6e23e79596237b431e862 1 2 -1 0
460 1095c04856573ae28f51bdf1f46b1bd0 1 3 0 0
462 e8caffbb9f39a16ec575e09cf945b679 1 3 -1 0
463 dd0839d1904b5d771979b2aa6bb8f528 2 3 -1 1
464 51870edb2909cc018da9d2e4356f02a1 2 4 0 0
465 6c7b95a3e1795423183baae194e7518a 2 2 0 1
466 5d7e6afbd490748447b9ac6949e074f5 1 2 -1 0
467 533f99f5797350ce0bc6959d6afe6b58 2 3 -1 0
468 3e08d885ad3aaf02572e6a913be1b5f5 2 4 0 0
470 3f3854819af2dd2ee74cef15055a5845 2 3 0 1
471 7f7492ba893504b0dd2d9a040584192f 2 1 -1 0
472 66715bd8bfd0817b73c5a86911f5f402 2 1 0 0
473 c8293f0baf8c42e1a256caa95297e1d7 1 4 1 1
474 18d7d39dbe668669b195f5dfe991b5d8 2 4 0 1
475 ab856f4a2ace0729b75d92bc810dc35a 1 2 1 1
476 f8761a8905347331452f0278b9727c27 1 3 0 0
478 df942b509f94b104a8839566850a7f09 2 2 0 0
479 f0c974a333b8e2c4c261bfdf565a18cc 2 3 1 1
